action;iteration;particle;x;y;fitness;velocity_x;velocity_y
0;1;45;-51.214317;-63.489521;5.520059;0.486435;-1.000000
0;1;46;-21.080271;-67.088501;2.439287;-1.000000;1.000000
0;1;47;-13.040154;-19.993914;1.036061;-1.000000;1.000000
0;1;48;20.852093;79.941292;2.980223;-1.000000;-1.000000
0;2;0;11.729993;-22.898674;3.348219;1.000000;-1.000000
0;2;1;78.148239;95.847244;3.787591;-1.000000;-1.000000
0;2;2;-52.155922;-61.534431;5.521663;-1.000000;1.000000
0;2;3;-58.184956;-97.568001;4.808463;1.000000;1.000000
0;2;4;66.356239;-61.402607;5.021256;-1.000000;1.000000
0;2;5;8.544728;62.843735;5.192306;-1.000000;-1.000000
0;2;6;19.849064;80.130714;3.695033;-1.000000;-1.000000
0;2;7;24.788797;-61.316673;3.776361;0.729844;0.729844
0;2;8;49.795647;22.188892;4.191304;-1.000000;-1.000000
0;2;9;24.112362;14.344217;2.933082;1.000000;-1.000000
0;2;10;84.711243;-63.445404;4.902350;0.729844;0.729844
0;2;11;-80.358093;40.600269;4.949965;1.000000;-1.000000
0;2;12;-72.603149;-64.045578;3.756304;0.245596;-1.000000
0;2;13;73.836823;-42.610889;5.298811;-1.000000;-1.000000
0;2;14;56.551262;31.416462;5.771206;-1.000000;-1.000000
0;2;15;-0.413727;-17.607697;5.803555;1.000000;1.000000
0;2;16;67.649773;-93.072586;3.092112;1.000000;1.000000
0;2;17;96.529243;-6.904309;4.642736;-1.000000;1.000000
0;2;18;-56.465191;24.478148;6.816163;-1.000000;-1.000000
0;2;19;-14.725145;-75.180824;4.443334;-1.000000;1.000000
0;2;20;17.194275;-72.671112;3.752010;1.000000;1.000000
0;2;21;90.824829;-50.731762;4.448377;-1.000000;1.000000
0;2;22;23.468319;-40.978527;3.928690;1.000000;1.000000
0;2;23;68.177628;46.761574;4.271467;-0.748468;-0.321152
0;2;24;-14.344542;-78.679382;3.608736;1.000000;1.000000
0;2;25;-65.187263;-59.096691;3.340439;0.729844;-0.729844
0;2;26;65.306351;67.310318;3.833474;-1.000000;-1.000000
0;2;27;29.006308;-72.416138;3.171133;1.000000;1.000000
0;2;28;41.374611;61.247082;4.346821;1.000000;-1.000000
0;2;29;-6.795481;-93.257477;4.089000;1.000000;1.000000
0;2;30;-40.632877;55.475040;5.751579;1.000000;-1.000000
0;2;31;-4.731248;-66.450485;5.211509;1.000000;1.000000
0;2;32;77.565704;-77.106018;4.057582;-1.000000;0.490177
0;2;33;71.136551;-52.291012;3.799546;-1.000000;-1.000000
0;2;34;53.154217;16.749331;4.141946;-0.800209;0.103017
0;2;35;-0.627852;-24.470501;5.695679;-1.000000;-1.000000
0;2;36;87.222557;-57.414616;4.492346;-1.000000;1.000000
0;2;37;17.705288;-28.036020;2.478482;-1.000000;-1.000000
0;2;38;-87.654297;-54.037991;2.438833;1.000000;-1.000000
0;2;39;-37.691441;-75.977432;2.422140;1.000000;1.000000
0;2;40;33.207127;80.396225;4.842167;-1.000000;-1.000000
0;2;41;21.209286;5.751280;3.918105;-1.000000;-1.000000
0;2;42;45.284172;-27.149502;3.961189;-1.000000;-1.000000
0;2;43;-53.253490;-32.032749;2.644922;0.729844;0.729844
0;2;44;-3.318386;-64.863113;3.597419;-1.000000;1.000000
0;2;45;-50.214317;-64.489517;5.521858;1.000000;-1.000000
0;2;46;-20.902349;-66.088501;2.415571;0.177921;1.000000
0;2;47;-12.289328;-20.708992;4.185086;0.750827;-0.715079
0;2;48;19.852093;78.941292;2.980223;-1.000000;-1.000000
0;3;0;12.729993;-23.898674;3.348219;1.000000;-1.000000
0;3;1;77.148239;94.847244;3.787591;-1.000000;-1.000000
0;3;2;-53.155922;-60.534431;5.521663;-1.000000;1.000000
0;3;3;-57.184956;-96.568001;4.808463;1.000000;1.000000
0;3;4;65.356239;-60.402607;5.021256;-1.000000;1.000000
0;3;5;7.544728;61.843735;5.192306;-1.000000;-1.000000
0;3;6;18.849064;79.130714;3.695033;-1.000000;-1.000000
0;3;7;24.097559;-61.786617;3.033166;-0.691239;-0.469945
0;3;8;48.795647;21.188892;4.191304;-1.000000;-1.000000
0;3;9;25.112362;13.344217;2.933082;1.000000;-1.000000
0;3;10;84.483940;-63.967915;4.160805;-0.227303;-0.522509
0;3;11;-79.358093;39.600269;4.949965;1.000000;-1.000000
0;3;12;-73.573700;-64.775421;4.782524;-0.970554;-0.729844
0;3;13;72.836823;-43.610889;5.298811;-1.000000;-1.000000
0;3;14;55.551262;30.416462;5.771206;-1.000000;-1.000000
0;3;15;0.586273;-16.607697;5.803555;1.000000;1.000000
0;3;16;68.599983;-92.072586;3.858933;0.950213;1.000000
0;3;17;95.529243;-5.904309;4.642736;-1.000000;1.000000
0;3;18;-57.465191;23.478148;6.816163;-1.000000;-1.000000
0;3;19;-15.725145;-74.180824;4.443334;-1.000000;1.000000
0;3;20;18.194275;-71.671112;3.752010;1.000000;1.000000
0;3;21;89.824829;-49.731762;4.448377;-1.000000;1.000000
0;3;22;24.468319;-39.978527;3.928690;1.000000;1.000000
0;3;23;67.217400;47.761574;3.811091;-0.960224;1.000000
0;3;24;-13.344542;-77.679382;3.608736;1.000000;1.000000
0;3;25;-64.654594;-59.629364;4.071829;0.532672;-0.532672
0;3;26;64.306351;66.310318;3.833474;-1.000000;-1.000000
0;3;27;30.006308;-71.416138;3.171133;1.000000;1.000000
0;3;28;42.374611;60.247082;4.346821;1.000000;-1.000000
0;3;29;-5.795481;-92.257477;4.089000;1.000000;1.000000
0;3;30;-39.632877;54.475040;5.751579;1.000000;-1.000000
0;3;31;-3.731248;-65.450485;5.211509;1.000000;1.000000
0;3;32;76.565704;-77.675964;4.640009;-1.000000;-0.569943
0;3;33;70.136551;-53.291012;3.799546;-1.000000;-1.000000
0;3;34;52.352776;17.749331;4.196831;-0.801440;1.000000
0;3;35;-1.627852;-25.470501;5.695679;-1.000000;-1.000000
0;3;36;86.222557;-56.414616;4.492346;-1.000000;1.000000
0;3;37;16.705288;-29.036020;2.478482;-1.000000;-1.000000
0;3;38;-86.654297;-55.037991;2.438833;1.000000;-1.000000
0;3;39;-36.691441;-74.977432;2.422140;1.000000;1.000000
0;3;40;32.207127;79.396225;4.842167;-1.000000;-1.000000
0;3;41;20.209286;4.751280;3.918105;-1.000000;-1.000000
0;3;42;44.284172;-28.149502;3.961189;-1.000000;-1.000000
0;3;43;-53.318199;-32.522007;5.294805;-0.064709;-0.489259
0;3;44;-4.318386;-63.863113;3.597419;-1.000000;1.000000
0;3;45;-49.214317;-65.489517;5.521858;1.000000;-1.000000
0;3;46;-19.902349;-65.088501;2.415571;1.000000;1.000000
0;3;47;-11.444633;-21.499781;6.684077;0.844696;-0.790788
0;3;48;18.852093;77.941292;2.980223;-1.000000;-1.000000
0;4;0;13.729993;-24.898674;3.348219;1.000000;-1.000000
0;4;1;77.386658;93.847244;4.863325;0.238419;-1.000000
0;4;2;-54.155922;-59.534431;5.521663;-1.000000;1.000000
0;4;3;-56.184956;-95.568001;4.808463;1.000000;1.000000
0;4;4;64.810928;-59.402607;4.904532;-0.545312;1.000000
0;4;5;6.544728;60.843735;5.192306;-1.000000;-1.000000
0;4;6;17.849064;78.130714;3.695033;-1.000000;-1.000000
0;4;7;23.523588;-62.390606;6.383371;-0.573971;-0.603988
0;4;8;47.795647;20.188892;4.191304;-1.000000;-1.000000
0;4;9;26.112362;12.344217;2.933082;1.000000;-1.000000
0;4;10;83.686157;-64.825981;4.247780;-0.797786;-0.858067
0;4;11;-78.358093;38.600269;4.949965;1.000000;-1.000000
0;4;12;-74.573700;-64.216614;4.908898;-1.000000;0.558811
0;4;13;71.836823;-43.258659;4.219199;-1.000000;0.352231
0;4;14;54.551262;29.416462;5.771206;-1.000000;-1.000000
0;4;15;1.586273;-15.607697;5.803555;1.000000;1.000000
0;4;16;68.209068;-91.072586;2.916394;-0.390911;1.000000
0;4;17;94.529243;-4.904309;4.642736;-1.000000;1.000000
0;4;18;-58.465191;22.478148;6.816163;-1.000000;-1.000000
0;4;19;-16.725145;-73.180824;4.443334;-1.000000;1.000000
0;4;20;18.016460;-70.671112;2.125540;-0.177815;1.000000
0;4;21;88.824829;-48.731762;4.448377;-1.000000;1.000000
0;4;22;25.468319;-38.978527;3.928690;1.000000;1.000000
0;4;23;68.217400;48.705460;3.739448;1.000000;0.943886
0;4;24;-12.344542;-76.679382;3.608736;1.000000;1.000000
0;4;25;-64.734238;-59.301991;4.144934;-0.079644;0.327375
0;4;26;63.306351;65.310318;3.833474;-1.000000;-1.000000
0;4;27;31.006308;-70.416138;3.171133;1.000000;1.000000
0;4;28;43.374611;59.247082;4.346821;1.000000;-1.000000
0;4;29;-4.795481;-91.257477;4.089000;1.000000;1.000000
0;4;30;-38.632877;53.475040;5.751579;1.000000;-1.000000
0;4;31;-2.731248;-64.450485;5.211509;1.000000;1.000000
0;4;32;75.895782;-77.930466;2.234996;-0.669922;-0.254500
0;4;33;69.136551;-54.291012;3.799546;-1.000000;-1.000000
0;4;34;52.345425;18.381771;4.495173;-0.007351;0.632440
0;4;35;-2.627852;-26.470501;5.695679;-1.000000;-1.000000
0;4;36;85.222557;-55.414616;4.492346;-1.000000;1.000000
0;4;37;15.705288;-30.036020;2.478482;-1.000000;-1.000000
0;4;38;-85.654297;-56.037991;2.438833;1.000000;-1.000000
0;4;39;-35.691441;-73.977432;2.422140;1.000000;1.000000
0;4;40;31.207127;78.396225;4.842167;-1.000000;-1.000000
0;4;41;19.209286;3.751280;3.918105;-1.000000;-1.000000
0;4;42;43.284172;-29.149502;3.961189;-1.000000;-1.000000
0;4;43;-54.318199;-33.213177;3.735007;-1.000000;-0.691171
0;4;44;-5.318386;-62.863113;3.597419;-1.000000;1.000000
0;4;45;-48.214317;-64.489517;5.521858;1.000000;1.000000
0;4;46;-18.902349;-64.088501;2.415571;1.000000;1.000000
0;4;47;-11.675865;-21.491568;5.476124;-0.231233;0.008213
0;4;48;17.852093;76.941292;2.980223;-1.000000;-1.000000
0;5;0;14.729993;-25.898674;3.348219;1.000000;-1.000000
0;5;1;76.386658;92.847244;4.863325;-1.000000;-1.000000
0;5;2;-53.407669;-58.534431;6.063628;0.748253;1.000000
0;5;3;-56.506237;-94.568001;6.498888;-0.321280;1.000000
0;5;4;63.810928;-58.402607;4.904532;-1.000000;1.000000
0;5;5;5.544728;59.843735;5.192306;-1.000000;-1.000000
0;5;6;16.849064;77.130714;3.695033;-1.000000;-1.000000
0;5;7;23.738354;-62.043747;2.915723;0.214766;0.346858
0;5;8;46.795647;19.188892;4.191304;-1.000000;-1.000000
0;5;9;27.112362;11.344217;2.933082;1.000000;-1.000000
0;5;10;82.686157;-65.825981;4.247780;-1.000000;-1.000000
0;5;11;-77.358093;37.600269;4.949965;1.000000;-1.000000
0;5;12;-73.573700;-65.216614;4.908898;1.000000;-1.000000
0;5;13;70.836823;-44.258659;4.219199;-1.000000;-1.000000
0;5;14;53.551262;28.416462;5.771206;-1.000000;-1.000000
0;5;15;2.586273;-14.607697;5.803907;1.000000;1.000000
0;5;16;67.877541;-90.072586;2.392869;-0.331528;1.000000
0;5;17;93.529243;-3.904309;4.642736;-1.000000;1.000000
0;5;18;-57.465191;21.478148;6.816163;1.000000;-1.000000
0;5;19;-15.725145;-72.727310;4.491232;1.000000;0.453514
0;5;20;19.016460;-69.671112;2.125540;1.000000;1.000000
0;5;21;87.824829;-49.731762;4.448377;-1.000000;-1.000000
0;5;22;26.468319;-37.978527;3.928690;1.000000;1.000000
0;5;23;68.235458;48.621025;4.472472;0.018057;-0.084436
0;5;24;-11.344542;-75.679382;3.608736;1.000000;1.000000
0;5;25;-63.734238;-60.301991;4.144934;1.000000;-1.000000
0;5;26;62.306351;64.310318;3.833474;-1.000000;-1.000000
0;5;27;30.006308;-71.416138;3.171133;-1.000000;-1.000000
0;5;28;44.374611;58.247082;4.346821;1.000000;-1.000000
0;5;29;-3.795481;-90.257477;4.089000;1.000000;1.000000
0;5;30;-37.632877;52.475040;5.751579;1.000000;-1.000000
0;5;31;-1.731248;-63.450485;5.211509;1.000000;1.000000
0;5;32;75.406845;-78.116211;3.960150;-0.488938;-0.185745
0;5;33;70.136551;-55.291012;3.799546;1.000000;-1.000000
0;5;34;52.891403;18.497919;4.946812;0.545980;0.116148
0;5;35;-3.627852;-25.869207;4.103881;-1.000000;0.601293
0;5;36;84.222557;-54.414616;4.492346;-1.000000;1.000000
0;5;37;14.705288;-31.036020;2.478482;-1.000000;-1.000000
0;5;38;-84.654297;-57.037991;2.438833;1.000000;-1.000000
0;5;39;-34.691441;-72.977432;2.422140;1.000000;1.000000
0;5;40;30.207127;77.396225;4.842167;-1.000000;-1.000000
0;5;41;18.209286;2.751280;3.918105;-1.000000;-1.000000
0;5;42;42.284172;-30.149502;3.961189;-1.000000;-1.000000
0;5;43;-54.476322;-32.766453;5.309252;-0.158123;0.446723
0;5;44;-6.318386;-61.863113;3.597419;-1.000000;1.000000
0;5;45;-48.506775;-63.489517;7.388151;-0.292457;1.000000
0;5;46;-17.902349;-63.088501;2.415571;1.000000;1.000000
0;5;47;-12.442274;-21.173731;5.068265;-0.766409;0.317836
0;5;48;16.852093;75.941292;2.980223;-1.000000;-1.000000
0;6;0;15.729993;-26.898674;3.348219;1.000000;-1.000000
0;6;1;75.386658;91.847244;4.863325;-1.000000;-1.000000
0;6;2;-53.189465;-57.613152;4.885470;0.218204;0.921279
0;6;3;-55.506237;-93.568001;6.498888;1.000000;1.000000
0;6;4;62.810928;-57.402607;4.904532;-1.000000;1.000000
0;6;5;4.544728;58.843735;5.192306;-1.000000;-1.000000
0;6;6;15.849064;76.130714;3.695033;-1.000000;-1.000000
0;6;7;24.322155;-61.793331;3.779520;0.583801;0.250416
0;6;8;45.795647;18.188892;4.191304;-1.000000;-1.000000
0;6;9;28.112362;10.344217;2.933082;1.000000;-1.000000
0;6;10;81.686157;-66.825981;4.247780;-1.000000;-1.000000
0;6;11;-78.275696;36.600269;5.129379;-0.917604;-1.000000
0;6;12;-72.573700;-66.216614;4.908898;1.000000;-1.000000
0;6;13;69.836823;-45.258659;4.219199;-1.000000;-1.000000
0;6;14;52.551262;27.416462;5.771206;-1.000000;-1.000000
0;6;15;3.586273;-13.607697;5.803907;1.000000;1.000000
0;6;16;67.653946;-89.072586;2.864124;-0.223596;1.000000
0;6;17;92.529243;-2.904309;4.642736;-1.000000;1.000000
0;6;18;-58.465191;20.478148;6.816163;-1.000000;-1.000000
0;6;19;-14.725145;-71.733521;4.449576;1.000000;0.993792
0;6;20;20.016460;-68.671112;2.125540;1.000000;1.000000
0;6;21;86.824829;-50.731762;4.448377;-1.000000;-1.000000
0;6;22;27.468319;-38.978527;3.928690;1.000000;-1.000000
0;6;23;67.732491;47.621025;4.704845;-0.502967;-1.000000
0;6;24;-10.344542;-74.679382;3.608736;1.000000;1.000000
0;6;25;-62.734238;-61.301991;4.144934;1.000000;-1.000000
0;6;26;61.306351;63.310318;3.833474;-1.000000;-1.000000
0;6;27;29.006308;-72.416138;3.171133;-1.000000;-1.000000
0;6;28;45.374611;57.247082;4.346821;1.000000;-1.000000
0;6;29;-2.795481;-89.257477;4.089000;1.000000;1.000000
0;6;30;-36.632877;51.475040;5.751579;1.000000;-1.000000
0;6;31;-0.731248;-62.450485;5.211509;1.000000;1.000000
0;6;32;76.206451;-77.997131;2.210651;0.799603;0.119076
0;6;33;71.136551;-56.291012;3.799546;1.000000;-1.000000
0;6;34;53.386845;17.570347;5.792234;0.495440;-0.927571
0;6;35;-4.627852;-26.869207;4.103881;-1.000000;-1.000000
0;6;36;83.222557;-55.401562;4.496126;-1.000000;-0.986947
0;6;37;13.705288;-32.036018;2.479731;-1.000000;-1.000000
0;6;38;-83.654297;-58.037991;2.438833;1.000000;-1.000000
0;6;39;-33.691441;-71.977432;2.422140;1.000000;1.000000
0;6;40;29.207127;76.396225;4.842167;-1.000000;-1.000000
0;6;41;17.209286;1.751280;3.918105;-1.000000;-1.000000
0;6;42;41.284172;-29.791529;4.066060;-1.000000;0.357974
0;6;43;-53.912163;-32.434196;4.075448;0.564161;0.332256
0;6;44;-7.318386;-60.863113;3.597419;-1.000000;1.000000
0;6;45;-47.506775;-63.080345;4.899541;1.000000;0.409174
0;6;46;-16.902349;-62.088501;2.415571;1.000000;1.000000
0;6;47;-12.156668;-20.555775;4.849815;0.285606;0.617956
0;6;48;15.852093;74.941292;2.980223;-1.000000;-1.000000
0;7;0;16.729992;-27.898674;3.347947;1.000000;-1.000000
0;7;1;74.386658;90.847244;4.863325;-1.000000;-1.000000
0;7;2;-53.819260;-56.613152;4.990036;-0.629796;1.000000
0;7;3;-54.506237;-92.568001;6.498888;1.000000;1.000000
0;7;4;61.810928;-56.402607;4.904532;-1.000000;1.000000
0;7;5;3.544728;57.843735;5.192306;-1.000000;-1.000000
0;7;6;14.955399;75.388817;3.925787;-0.893665;-0.741900
0;7;7;24.366747;-62.092472;3.594794;0.044591;-0.299143
0;7;8;44.795647;17.188892;4.191304;-1.000000;-1.000000
0;7;9;29.112362;9.344217;2.933082;1.000000;-1.000000
0;7;10;80.686157;-67.825981;4.247780;-1.000000;-1.000000
0;7;11;-77.738068;35.600269;4.857453;0.537629;-1.000000
0;7;12;-71.573700;-66.634491;5.347333;1.000000;-0.417878
0;7;13;68.836823;-46.258659;4.219199;-1.000000;-1.000000
0;7;14;51.551262;26.416462;5.771206;-1.000000;-1.000000
0;7;15;4.586273;-12.607697;5.803907;1.000000;1.000000
0;7;16;67.803429;-88.072586;3.031505;0.149485;1.000000
0;7;17;91.529243;-1.904309;4.642736;-1.000000;1.000000
0;7;18;-59.465191;19.478148;6.816163;-1.000000;-1.000000
0;7;19;-13.725145;-71.871201;4.017647;1.000000;-0.137681
0;7;20;21.016460;-67.671112;2.125540;1.000000;1.000000
0;7;21;85.824829;-51.731762;4.448377;-1.000000;-1.000000
0;7;22;28.468319;-37.978527;3.928690;1.000000;1.000000
0;7;23;67.775597;47.287876;3.815857;0.043107;-0.333149
0;7;24;-9.344542;-73.679382;3.608736;1.000000;1.000000
0;7;25;-61.734238;-62.301991;4.144934;1.000000;-1.000000
0;7;26;60.306351;62.310318;3.833474;-1.000000;-1.000000
0;7;27;28.006308;-72.036552;0.870700;-1.000000;0.379588
0;7;28;46.374611;56.247082;4.346821;1.000000;-1.000000
0;7;29;-1.795481;-88.257477;4.089000;1.000000;1.000000
0;7;30;-35.632877;50.506176;5.917689;1.000000;-0.968864
0;7;31;0.268752;-61.450485;5.211509;1.000000;1.000000
0;7;32;76.790039;-77.910225;3.100782;0.583586;0.086907
0;7;33;72.136551;-57.291012;3.799546;1.000000;-1.000000
0;7;34;52.737576;17.055590;3.315826;-0.649269;-0.514756
0;7;35;-5.627852;-27.869207;4.103881;-1.000000;-1.000000
0;7;36;82.222557;-54.401562;4.496126;-1.000000;1.000000
0;7;37;12.705288;-33.036018;2.479731;-1.000000;-1.000000
0;7;38;-82.654297;-59.037991;2.438833;1.000000;-1.000000
0;7;39;-32.691441;-70.977432;2.422140;1.000000;1.000000
0;7;40;28.207127;75.396225;4.842167;-1.000000;-1.000000
0;7;41;16.209286;1.606924;4.833181;-1.000000;-0.144355
0;7;42;40.284172;-30.554895;4.885218;-1.000000;-0.763367
0;7;43;-53.559017;-32.568752;5.704101;0.353144;-0.134557
0;7;44;-8.318386;-59.863113;3.597739;-1.000000;1.000000
0;7;45;-46.506775;-63.507847;7.442337;1.000000;-0.427501
0;7;46;-15.902349;-61.088501;2.415571;1.000000;1.000000
0;7;47;-11.937535;-20.847605;3.092621;0.219132;-0.291830
0;7;48;14.852093;73.941292;2.980223;-1.000000;-1.000000
0;8;0;17.729992;-28.898674;3.347947;1.000000;-1.000000
0;8;1;73.386658;89.847244;4.863325;-1.000000;-1.000000
0;8;2;-54.168392;-55.613152;5.222802;-0.349133;1.000000
0;8;3;-53.506237;-91.568001;6.498888;1.000000;1.000000
0;8;4;60.810928;-55.402607;4.904532;-1.000000;1.000000
0;8;5;2.544728;56.843735;5.192306;-1.000000;-1.000000
0;8;6;13.955399;74.388817;3.925787;-1.000000;-1.000000
0;8;7;23.896835;-62.233109;2.983905;-0.469912;-0.140638
0;8;8;43.795647;16.188892;4.191304;-1.000000;-1.000000
0;8;9;30.112362;8.344217;2.933082;1.000000;-1.000000
0;8;10;79.686157;-68.825981;4.247780;-1.000000;-1.000000
0;8;11;-76.738068;34.600269;4.857453;1.000000;-1.000000
0;8;12;-70.573700;-67.634491;5.347333;1.000000;-1.000000
0;8;13;67.836823;-47.258659;4.219199;-1.000000;-1.000000
0;8;14;50.551262;25.416462;5.771206;-1.000000;-1.000000
0;8;15;5.586273;-11.607697;5.803907;1.000000;1.000000
0;8;16;68.041550;-87.072586;1.767682;0.238122;1.000000
0;8;17;90.529243;-0.904309;4.642736;-1.000000;1.000000
0;8;18;-60.465191;18.478148;6.816163;-1.000000;-1.000000
0;8;19;-12.725145;-72.021721;2.869111;1.000000;-0.150522
0;8;20;22.016460;-68.671112;2.125540;1.000000;-1.000000
0;8;21;84.824829;-52.731762;4.448377;-1.000000;-1.000000
0;8;22;29.468319;-36.978527;3.928690;1.000000;1.000000
0;8;23;67.961334;48.219757;2.391875;0.185739;0.931881
0;8;24;-8.344542;-72.679382;3.608736;1.000000;1.000000
0;8;25;-61.935909;-63.301991;3.118763;-0.201673;-1.000000
0;8;26;59.306351;61.310318;3.833474;-1.000000;-1.000000
0;8;27;27.276464;-71.759514;4.468570;-0.729844;0.277040
0;8;28;45.374611;55.247082;4.346821;-1.000000;-1.000000
0;8;29;-0.795481;-87.257477;4.089000;1.000000;1.000000
0;8;30;-34.632877;51.506176;5.917689;1.000000;1.000000
0;8;31;1.268752;-60.450485;5.211509;1.000000;1.000000
0;8;32;75.790039;-77.935204;2.982243;-1.000000;-0.024978
0;8;33;71.136551;-58.291012;3.799546;-1.000000;-1.000000
0;8;34;51.737576;16.055590;3.315826;-1.000000;-1.000000
0;8;35;-6.627852;-28.869207;4.103881;-1.000000;-1.000000
0;8;36;81.222557;-53.401562;4.496126;-1.000000;1.000000
0;8;37;11.705288;-34.036018;2.479731;-1.000000;-1.000000
0;8;38;-81.654297;-60.037991;2.438833;1.000000;-1.000000
0;8;39;-31.691441;-69.977432;2.422140;1.000000;1.000000
0;8;40;27.207127;74.396225;4.842167;-1.000000;-1.000000
0;8;41;15.209286;0.606924;4.833181;-1.000000;-1.000000
0;8;42;39.284172;-31.014418;2.590492;-1.000000;-0.459522
0;8;43;-53.800846;-33.157486;4.268445;-0.241830;-0.588732
0;8;44;-9.318386;-58.863113;3.597739;-1.000000;1.000000
0;8;45;-45.506775;-62.507847;7.442337;1.000000;1.000000
0;8;46;-14.902349;-60.088501;2.415571;1.000000;1.000000
0;8;47;-11.955021;-21.220581;2.590764;-0.017486;-0.372976
0;8;48;13.852093;72.941292;2.980223;-1.000000;-1.000000
0;9;0;18.729992;-29.898674;3.347947;1.000000;-1.000000
0;9;1;72.386658;88.847244;4.863325;-1.000000;-1.000000
0;9;2;-53.820770;-54.613152;5.098279;0.347623;1.000000
0;9;3;-52.506237;-90.568001;6.498888;1.000000;1.000000
0;9;4;59.810928;-54.402607;4.904532;-1.000000;1.000000
0;9;5;1.544728;55.843735;5.192306;-1.000000;-1.000000
0;9;6;14.955399;73.388817;3.925787;1.000000;-1.000000
0;9;7;23.716324;-62.092842;3.468957;-0.180511;0.140265
0;9;8;44.795647;15.188892;4.191304;1.000000;-1.000000
0;9;9;31.112362;7.344217;2.933082;1.000000;-1.000000
0;9;10;78.686157;-69.825981;4.247780;-1.000000;-1.000000
0;9;11;-75.738068;33.600269;4.857453;1.000000;-1.000000
0;9;12;-69.573700;-68.634491;5.347333;1.000000;-1.000000
0;9;13;66.836823;-48.258659;4.219199;-1.000000;-1.000000
0;9;14;49.551262;24.416462;5.771206;-1.000000;-1.000000
0;9;15;6.586273;-12.607697;5.803907;1.000000;-1.000000
0;9;16;68.215340;-86.342743;3.703491;0.173792;0.729844
0;9;17;89.529243;-1.904309;4.642736;-1.000000;-1.000000
0;9;18;-61.465191;17.478148;6.816163;-1.000000;-1.000000
0;9;19;-11.725145;-72.139305;4.086505;1.000000;-0.117584
0;9;20;23.016460;-69.671112;2.125540;1.000000;-1.000000
0;9;21;83.824829;-51.731762;4.448377;-1.000000;1.000000
0;9;22;30.468319;-37.978527;3.928690;1.000000;-1.000000
0;9;23;68.117638;47.219757;3.090421;0.156304;-1.000000
0;9;24;-7.344542;-73.679382;3.608736;1.000000;-1.000000
0;9;25;-60.935909;-64.301987;3.115831;1.000000;-1.000000
0;9;26;58.306351;60.310318;3.833474;-1.000000;-1.000000
0;9;27;27.375917;-71.616806;5.208374;0.099452;0.142709
