action;iteration;particle;x;y;fitness
0;2;41;11.921865;-1.012753;0.362475
0;2;42;-0.532256;5.122782;0.803807
0;2;43;20.654362;1.985276;0.693254
0;2;44;7.378842;-9.372027;0.388781
0;2;45;0.882937;-0.330765;0.654596
0;2;46;-6.413372;-27.551579;0.345776
0;2;47;-0.680583;7.125964;0.580829
0;2;48;0.564872;8.208297;0.821683
0;3;0;1.081899;-0.258370;0.803372
0;3;1;-0.052911;4.065916;0.633039
0;3;2;-3.427934;0.854808;0.154156
0;3;3;-5.100918;1.475516;0.673448
0;3;4;-0.217684;3.910397;0.489777
0;3;5;4.031452;-3.392933;0.708933
0;3;6;-2.821705;-2.314463;0.243406
0;3;7;-1.030043;-3.866851;0.572094
0;3;8;-21.839081;1.405686;0.276601
0;3;9;13.018620;10.896099;0.747981
0;3;10;-1.186600;-5.831274;0.132940
0;3;11;14.012346;9.248950;0.669887
0;3;12;10.021809;-2.008042;0.508874
0;3;13;-6.597442;-0.290757;0.132132
0;3;14;-0.236774;2.525994;0.325303
0;3;15;30.927483;1.128291;0.422615
0;3;16;-7.006034;6.304338;0.078254
0;3;17;13.991259;1.003920;0.840698
0;3;18;7.688954;11.126335;0.621082
0;3;19;-0.741851;14.434498;0.775889
0;3;20;4.450587;1.961243;0.955517
0;3;21;-17.080410;-1.540706;0.788673
0;3;22;10.546892;1.240995;0.794939
0;3;23;-10.645126;0.896818;0.826555
0;3;24;0.412722;1.084441;0.839850
0;3;25;-21.387760;9.644444;0.703829
0;3;26;0.155317;0.558251;0.299965
0;3;27;4.318421;0.672545;0.873189
0;3;28;11.354475;11.256480;0.231490
0;3;29;1.644403;-1.741183;0.461725
0;3;30;9.916117;1.272838;0.329452
0;3;31;-7.177440;8.486015;0.884980
0;3;32;0.023874;6.958800;0.400961
0;3;33;4.619972;-0.335132;0.973051
0;3;34;-2.473920;1.958617;0.009996
0;3;35;25.296717;0.224129;0.324120
0;3;36;0.026983;-1.530436;0.996064
0;3;37;12.303767;-3.061732;0.138277
0;3;38;1.362715;-3.920908;0.709285
0;3;39;-6.278738;0.205906;0.037247
0;3;40;-0.159448;9.976438;0.314578
0;3;41;15.529552;-2.118614;0.178534
0;3;42;2.159095;-0.111950;0.687595
0;3;43;-5.791965;-3.943966;0.444424
0;3;44;-1.757670;9.829343;0.320227
0;3;45;-7.519430;-3.417492;0.801725
0;3;46;0.651994;-25.591299;0.391458
0;3;47;0.996593;-15.181087;0.318651
0;3;48;-0.700470;0.188186;0.440118
0;4;0;2.470598;-0.964773;0.224795
0;4;1;0.010282;-2.634350;0.239581
0;4;2;-3.600722;0.845669;0.285465
0;4;3;-9.242001;-5.856453;0.896457
0;4;4;0.080866;-4.976732;0.910797
0;4;5;4.684683;-4.598915;0.111432
0;4;6;-8.353151;-2.154796;0.511067
0;4;7;-2.320034;-1.169463;0.270517
0;4;8;17.018505;1.359848;0.774687
0;4;9;5.681646;7.276682;0.106596
0;4;10;-6.112947;-7.916538;0.332882
0;4;11;10.331306;-3.610113;0.896633
0;4;12;11.944141;-0.963531;0.349731
0;4;13;3.415286;-0.565811;0.108538
0;4;14;0.091044;-3.256156;0.023523
0;4;15;36.150021;-0.537366;0.593812
0;4;16;-4.268535;-1.311320;0.923190
0;4;17;-13.636066;1.603524;0.742959
0;4;18;0.973989;4.330169;0.910438
0;4;19;-0.112861;-11.324217;0.810682
0;4;20;-0.349013;-0.671123;0.471101
0;4;21;1.044827;-1.405617;0.964877
0;4;22;-6.240351;0.796044;0.037400
0;4;23;-12.824841;1.330997;0.208401
0;4;24;-1.541728;0.356313;0.997372
0;4;25;-38.013393;18.348995;0.559452
0;4;26;0.064858;-2.451025;0.406027
0;4;27;3.223526;-0.119564;0.017165
0;4;28;-28.080599;6.583258;0.437140
0;4;29;2.273971;-3.219057;0.513802
0;4;30;-9.823952;-0.556293;0.219452
0;4;31;-9.637161;2.888979;0.378700
0;4;32;-5.542230;-1.213877;0.338356
0;4;33;5.118728;-1.348327;0.688116
0;4;34;0.478677;3.721659;0.333576
0;4;35;-9.886461;0.165810;0.250677
0;4;36;0.638456;0.620891;0.604242
0;4;37;5.945260;-2.700697;0.094934
0;4;38;-7.474409;-2.472808;0.943024
0;4;39;1.977817;0.201069;0.833162
0;4;40;0.061346;4.561910;0.958368
0;4;41;-12.008821;2.136312;0.219705
0;4;42;4.606418;-3.683475;0.164857
0;4;43;-15.608359;-3.876665;0.268902
0;4;44;-5.043859;4.480938;0.225530
0;4;45;-7.936297;-3.638088;0.421820
0;4;46;1.207345;26.369616;0.642082
0;4;47;1.654477;7.144176;0.727367
0;4;48;-1.519685;-6.152852;0.040619
0;5;0;3.749390;1.446198;0.588257
0;5;1;0.092095;-2.845362;0.091041
0;5;2;-1.468424;0.189906;0.989746
0;5;3;-10.959128;-8.533974;0.809277
0;5;4;0.151166;-4.084647;0.652572
0;5;5;0.956978;0.777324;0.888922
0;5;6;-0.642221;1.122493;0.923496
0;5;7;-1.229549;1.993432;0.513912
0;5;8;24.296316;-1.500627;0.501865
0;5;9;-14.384827;-10.340132;0.685974
0;5;10;4.896549;-1.848486;0.738605
0;5;11;-7.721132;-4.969012;0.123931
0;5;12;6.808929;10.689508;0.137367
0;5;13;4.122778;-0.566173;0.718352
0;5;14;0.259096;-0.923521;0.669989
0;5;15;8.308214;-1.377529;0.683911
0;5;16;-5.183513;2.599207;0.235060
0;5;17;-10.237711;1.678704;0.631488
0;5;18;-6.333394;-8.255760;0.654831
0;5;19;0.443099;1.128659;0.875932
0;5;20;-3.103863;-1.946843;0.255491
0;5;21;3.499585;0.358566;0.143920
0;5;22;-13.263201;-0.255244;0.438039
0;5;23;-0.088381;-0.453698;0.198992
0;5;24;-2.764918;0.462448;0.116183
0;5;25;3.788364;-13.681652;0.843901
0;5;26;0.038285;-0.458060;0.196945
0;5;27;0.109539;-0.690377;0.414127
0;5;28;-32.024876;-2.899428;0.489026
0;5;29;-1.195674;2.736710;0.032241
0;5;30;-20.027893;-1.427299;0.696937
0;5;31;4.586556;-3.138329;0.443962
0;5;32;-6.449015;-1.418225;0.131726
0;5;33;0.230234;-0.663579;0.417449
0;5;34;1.879093;-0.638028;0.835775
0;5;35;-15.423212;0.094647;0.225103
0;5;36;0.416180;0.624731;0.465332
0;5;37;-10.327855;0.303036;0.598712
0;5;38;-8.838393;2.539675;0.118643
0;5;39;3.498750;0.173767;0.134103
0;5;40;0.051868;-3.351591;0.053704
0;5;41;-13.943014;2.245424;0.847395
0;5;42;1.252750;4.546336;0.978471
0;5;43;9.393992;2.042525;0.110508
0;5;44;-3.054546;-4.720608;0.383873
0;5;45;-6.478654;-0.557781;0.083363
0;5;46;-5.138237;44.591225;0.512926
0;5;47;-2.927278;16.581650;0.693048
0;5;48;1.612478;-1.633667;0.559992
0;6;0;3.647899;3.470212;0.880070
0;6;1;0.138529;2.026888;0.799778
0;6;2;0.860023;0.204856;0.597894
0;6;3;-8.502371;-7.042964;0.895647
0;6;4;0.157009;11.667401;0.586430
0;6;5;-3.506178;3.600445;0.885363
0;6;6;9.653808;2.379225;0.288880
0;6;7;1.421077;0.021744;0.975876
0;6;8;17.079178;-0.657307;0.778785
0;6;9;1.692131;-5.334779;0.407599
0;6;10;4.518663;1.986765;0.929574
0;6;11;-19.737629;-4.132544;0.720602
0;6;12;-0.461112;18.920834;0.232157
0;6;13;-1.905588;-0.113514;0.887108
0;6;14;0.025446;2.872888;0.077428
0;6;15;-14.454374;0.207427;0.774919
0;6;16;-6.232322;4.729454;0.943168
0;6;17;6.362850;-0.539787;0.048081
0;6;18;-7.874704;-3.401376;0.553209
0;6;19;0.073775;8.497362;0.621611
0;6;20;-0.495152;-1.166914;0.909550
0;6;21;-12.804299;0.948081;0.185074
0;6;22;-12.666288;-0.376114;0.137020
0;6;23;9.450893;-1.339943;0.092183
0;6;24;-0.088362;2.392362;0.462667
0;6;25;31.680479;-25.810894;0.429931
0;6;26;0.111108;1.750894;0.963801
0;6;27;-0.327155;-0.386535;0.235390
0;6;28;21.287708;-7.320414;0.388540
0;6;29;-2.399675;6.339495;0.249446
0;6;30;-8.038152;0.736757;0.899524
0;6;31;1.973108;-1.909472;0.153903
0;6;32;2.033481;9.499407;0.150717
0;6;33;-3.536511;0.485334;0.180512
0;6;34;0.394669;-2.838663;0.080977
0;6;35;-5.236989;0.025402;0.735958
0;6;36;-1.066917;1.616286;0.869229
0;6;37;0.046041;1.556914;0.997409
0;6;38;-6.470390;4.338005;0.940792
0;6;39;-11.294023;0.124456;0.824958
0;6;40;-0.137065;-6.506209;0.085405
0;6;41;8.745085;-2.519299;0.160027
0;6;42;-0.803462;6.294193;0.041512
0;6;43;20.354443;4.107921;0.688428
0;6;44;4.392176;-4.203492;0.073053
0;6;45;-6.148774;0.629298;0.045795
0;6;46;-2.890290;-6.273380;0.355498
0;6;47;-1.757631;8.618064;0.367695
0;6;48;0.287692;4.768795;0.973892
0;7;0;2.071854;-0.051646;0.766424
0;7;1;0.024824;3.724367;0.308308
0;7;2;2.295812;-0.052168;0.559024
0;7;3;-3.380036;3.978575;0.749499
0;7;4;0.001105;18.363226;0.342544
0;7;5;-1.018446;1.389258;0.974320
0;7;6;2.152791;2.831483;0.171189
0;7;7;-0.141036;-1.536248;0.996844
0;7;8;-0.189241;0.509456;0.267537
0;7;9;10.922871;0.894360;0.897478
0;7;10;-8.369078;-2.641903;0.383543
0;7;11;-4.106025;-2.806347;0.912721
0;7;12;3.919522;4.192488;0.282342
0;7;13;-7.044873;-0.219752;0.481596
0;7;14;-0.089712;-1.518279;0.995221
0;7;15;-0.475463;0.997044;0.797238
0;7;16;-0.040736;3.597899;0.202105
0;7;17;9.730663;1.760738;0.251235
0;7;18;16.797735;8.981745;0.251772
0;7;19;-0.183394;-0.006710;0.033334
0;7;20;2.287288;1.707071;0.087164
0;7;21;-9.165125;-0.007879;0.130585
0;7;22;-2.514966;0.450821;0.308847
0;7;23;-7.161592;-0.342961;0.590937
0;7;24;-1.498170;1.592757;0.664745
0;7;25;11.760717;25.939674;0.360444
0;7;26;0.140183;0.500929;0.247177
0;7;27;2.199538;0.164141;0.646844
0;7;28;20.517628;8.445357;0.292615
0;7;29;-1.168377;4.665263;0.968697
0;7;30;18.132793;1.158749;0.440745
0;7;31;-3.304708;0.765244;0.071397
0;7;32;2.225590;1.026821;0.406841
0;7;33;0.501946;0.796459;0.653243
0;7;34;-1.202544;-4.156818;0.845800
0;7;35;20.733864;0.090847;0.697970
0;7;36;-1.462144;2.120090;0.290544
0;7;37;7.405303;-2.364570;0.938912
0;7;38;-4.752676;-0.523561;0.973350
0;7;39;-15.038676;0.214699;0.422478
0;7;40;-0.168547;-3.840557;0.420022
0;7;41;11.141481;-0.030551;0.878934
0;7;42;-2.280464;5.106821;0.411140
0;7;43;5.301247;2.610355;0.157860
0;7;44;-5.701418;2.812438;0.043164
0;7;45;-5.908012;1.495681;0.067913
0;7;46;-5.567107;-30.735922;0.380107
0;7;47;0.561078;-17.231915;0.796267
0;7;48;-1.364192;-2.460184;0.110275
0;8;0;1.867168;1.590010;0.405491
0;8;1;0.095642;2.156232;0.690937
0;8;2;-3.814776;0.429521;0.414873
0;8;3;-10.465251;5.563484;0.445449
0;8;4;-0.001486;-2.257332;0.597226
0;8;5;2.813618;-1.331372;0.010368
0;8;6;-4.271247;-0.489303;0.826576
0;8;7;-1.086614;0.492534;0.862919
0;8;8;-12.611189;0.755712;0.131548
0;8;9;0.570089;3.182343;0.018452
0;8;10;-9.811345;-5.121779;0.892700
0;8;11;8.889253;1.283789;0.229394
0;8;12;8.969616;-4.968409;0.535620
0;8;13;-8.005737;-0.369741;0.918978
0;8;14;-0.067772;-2.004483;0.819962
0;8;15;10.259509;0.386074;0.546217
0;8;16;1.225884;4.539301;0.978499
0;8;17;-5.855900;3.516698;0.290968
0;8;18;26.794064;6.838753;0.448246
0;8;19;-0.306096;-6.152246;0.049936
0;8;20;2.481649;3.483665;0.810799
0;8;21;-2.247721;-0.813361;0.466251
0;8;22;4.964142;0.987174;0.864194
0;8;23;-8.308036;0.853862;0.737673
0;8;24;-2.820518;-0.020794;0.105845
0;8;25;-30.791597;7.170557;0.384772
0;8;26;0.070875;-0.896643;0.612873
0;8;27;1.704763;0.298814;0.971800
0;8;28;-28.661880;8.805511;0.633331
0;8;29;0.843433;0.704971;0.792940
0;8;30;10.996193;0.056597;0.897943
0;8;31;-7.026883;3.244041;0.933479
0;8;32;0.009938;-4.024723;0.594051
0;8;33;2.984320;-0.295651;0.028730
0;8;34;-0.018946;0.086358;0.007804
0;8;35;17.631062;0.133365;0.721491
0;8;36;-1.200092;0.372804;0.903249
0;8;37;-10.132170;1.245988;0.498620
0;8;38;-9.621317;-0.918918;0.129169
0;8;39;11.039205;0.233682;0.895547
0;8;40;0.155547;-0.271486;0.094825
0;8;41;-11.252188;1.715715;0.780425
0;8;42;3.672626;1.547845;0.556540
0;8;43;-6.453223;5.166655;0.797118
0;8;44;-13.068167;7.932972;0.280939
0;8;45;-5.597065;1.902596;0.156281
0;8;46;-3.005696;-44.140221;0.450397
0;8;47;1.100303;-12.496525;0.127075
0;8;48;0.007827;-4.697185;0.978425
0;9;0;3.456834;2.831494;0.924543
0;9;1;0.084393;-2.278414;0.575140
0;9;2;-5.214038;0.894722;0.690802
0;9;3;-10.092173;-0.514044;0.414254
0;9;4;3.703712;-12.912886;0.558422
0;9;5;5.610427;-3.317008;0.089572
0;9;6;0.512927;-3.299243;0.048541
0;9;7;-0.222539;0.285803;0.125666
0;9;8;-7.128309;-0.237957;0.557523
0;9;9;-8.069035;-0.282404;0.898702
0;9;10;-1.346208;-5.375500;0.458901
0;9;11;-2.590817;-5.555134;0.057298
0;9;12;6.551950;1.829343;0.268276
0;9;13;-3.561591;-1.433921;0.415378
0;9;14;0.149863;-1.089837;0.793614
0;9;15;0.577776;-0.511695;0.486408
0;9;16;-7.256542;0.970920;0.718015
0;9;17;-4.600023;1.893693;0.912173
0;9;18;-1.807899;-3.725957;0.700953
0;9;19;0.047504;-4.052532;0.620505
0;9;20;0.811222;3.159960;0.024701
0;9;21;2.744993;-0.861027;0.075514
0;9;22;-4.950058;0.086678;0.923220
0;9;23;14.756120;0.897504;0.592525
0;9;24;-2.586283;-0.272921;0.268318
0;9;25;-30.127518;-10.991709;0.468450
0;9;26;0.057875;0.155300;0.027243
0;9;27;2.500347;-0.379394;0.332790
0;9;28;-12.655563;2.925637;0.257288
0;9;29;-0.396086;-0.642395;0.469345
0;9;30;-6.223253;-0.803112;0.037229
0;9;31;-3.667196;3.071613;0.973036
0;9;32;-1.478762;-3.556982;0.427578
0;9;33;1.907947;-0.847307;0.753622
0;9;34;0.847748;3.179503;0.032219
0;9;35;2.666102;0.104831;0.211998
0;9;36;0.995668;-0.009129;0.703760
0;9;37;-11.657898;5.735263;0.258952
0;9;38;-12.325409;3.697228;0.196928
0;9;39;7.278800;0.216167;0.686680
0;9;40;0.217727;2.687574;0.189985
0;9;41;-22.636610;-0.821556;0.445955
0;9;42;2.413865;4.390580;0.893778
0;9;43;-2.534805;4.709610;0.639079
0;9;44;-3.434608;6.289528;0.587770
0;9;45;-6.117153;3.028252;0.286859
0;9;46;-3.630991;29.081322;0.568707
0;9;47;2.282840;-3.669781;0.842196
0;9;48;0.845524;-2.507262;0.229952
0;10;0;2.777224;1.316042;0.013888
0;10;1;0.073007;-4.684116;0.978021
0;10;2;2.844542;0.699773;0.052094
0;10;3;-8.708121;-3.882457;0.089916
0;10;4;4.417998;2.332746;0.901389
0;10;5;2.858749;-1.901431;0.092400
0;10;6;4.314322;-2.852763;0.787476
0;10;7;0.711174;-0.216393;0.458065
0;10;8;16.987667;-0.600891;0.754837
0;10;9;-4.172836;-2.608159;0.935797
0;10;10;5.286473;-3.218968;0.044351
0;10;11;-10.969478;-10.546480;0.316891
0;10;12;2.435818;5.731514;0.039495
0;10;13;-3.434332;1.262886;0.251502
0;10;14;0.078353;0.769999;0.488592
0;10;15;-7.303676;-0.433592;0.714350
0;10;16;-11.497841;2.600340;0.494414
0;10;17;8.416771;-1.053671;0.634324
0;10;18;-21.729221;-8.734551;0.700074
0;10;19;0.147305;3.248818;0.022332
0;10;20;-1.498032;0.507639;0.997389
0;10;21;2.965325;0.088927;0.038451
0;10;22;-13.089281;-0.283391;0.319314
0;10;23;14.122623;0.099177;0.847396
0;10;24;0.268500;3.226112;0.019255
0;10;25;9.940910;-4.258164;0.874782
0;10;26;0.075160;0.904643;0.620944
0;10;27;2.561689;-0.737873;0.213852
0;10;28;16.821205;-3.503922;0.792509
0;10;29;-1.493701;3.388977;0.289733
0;10;30;-15.602042;-0.972688;0.180785
0;10;31;-0.104393;-1.389420;0.967022
0;10;32;-0.402753;9.165063;0.127044
0;10;33;-0.642634;0.180865;0.383393
0;10;34;-0.282440;0.648470;0.422305
0;10;35;-5.854068;0.059060;0.194208
0;10;36;1.209864;3.412929;0.220166
0;10;37;0.454705;-1.196769;0.916559
0;10;38;-9.110461;2.025586;0.084033
0;10;39;-8.527847;0.187300;0.594371
0;10;40;-0.001959;0.384724;0.140962
0;10;41;3.643579;-1.282937;0.437900
0;10;42;-1.653742;4.805794;0.850884
0;10;43;16.197292;3.878563;0.597456
0;10;44;0.393564;0.738011;0.550835
0;10;45;-6.323290;0.085202;0.039243
0;10;46;-5.618999;13.087643;0.837879
0;10;47;2.315114;6.235590;0.160345
0;10;48;0.734931;5.845985;0.168774
0;11;0;1.996434;0.807585;0.695292
0;11;1;0.096490;0.698167;0.419834
0;11;2;5.595573;0.462783;0.391142
0;11;3;-5.523895;-1.333344;0.330546
0;11;4;2.431478;17.906284;0.496331
0;11;5;0.805472;0.704779;0.769100
0;11;6;-0.340617;-0.990814;0.749909
0;11;7;0.271530;0.041753;0.073657
0;11;8;12.021933;-0.280197;0.320911
0;11;9;4.405996;0.614983;0.915462
0;11;10;4.967366;1.140790;0.841479
0;11;11;2.529245;8.017303;0.695653
0;11;12;-0.190670;0.123453;0.050761
0;11;13;-6.425187;1.591836;0.141017
0;11;14;-0.016381;0.421235;0.167545
0;11;15;5.712669;-0.198838;0.301702
0;11;16;-9.416127;6.538570;0.731550
0;11;17;8.365107;3.366575;0.206786
0;11;18;-13.818905;10.582440;0.785114
0;11;19;0.164748;4.625392;0.972490
0;11;20;2.024467;1.495602;0.343936
0;11;21;-0.588446;0.773712;0.682011
0;11;22;-4.626742;0.821648;0.978460
0;11;23;-8.264624;-0.643511;0.781844
0;11;24;2.299136;3.892954;0.945486
0;11;25;23.589085;8.247553;0.318266
0;11;26;0.094763;-0.151959;0.031760
0;11;27;0.436265;0.229079;0.223912
0;11;28;13.402092;-2.763704;0.718778
0;11;29;-1.840030;4.805868;0.806945
0;11;30;1.114648;0.501525;0.882232
0;11;31;1.373500;3.283522;0.172844
0;11;32;1.695598;3.688540;0.626848
0;11;33;-0.986979;0.332515;0.744507
0;11;34;-0.668907;-2.278996;0.481278
0;11;35;-0.107448;0.080609;0.017952
0;11;36;-0.215858;0.279119;0.119515
0;11;37;7.366518;-5.476702;0.124922
0;11;38;-4.579080;-0.804378;0.975245
0;11;39;-11.512892;0.128773;0.698644
0;11;40;-0.229007;-1.561783;0.997459
0;11;41;19.734859;0.883822;0.561335
0;11;42;-4.084948;6.675638;0.943269
0;11;43;8.778151;4.738869;0.313011
0;11;44;-8.058891;-3.300146;0.440534
0;11;45;-6.473739;-2.062766;0.261873
0;11;46;-1.235757;-6.979799;0.517915
0;11;47;-0.715937;2.777944;0.079580
0;11;48;-0.319965;1.857524;0.901693
0;12;0;2.592756;2.076079;0.042183
0;12;1;0.047811;4.093364;0.658236
0;12;2;-1.307748;-0.077429;0.932048
0;12;3;-5.098465;-2.007318;0.517340
0;12;4;0.439363;10.244041;0.535395
0;12;5;4.650541;1.785787;0.908710
0;12;6;0.842251;0.552451;0.714225
0;12;7;-0.355562;0.227737;0.168060
0;12;8;-0.041850;0.239106;0.057827
0;12;9;2.909270;1.278794;0.011241
0;12;10;1.102665;0.789501;0.952968
0;12;11;7.453262;18.320261;0.573079
0;12;12;-1.720047;0.080308;0.974517
0;12;13;0.314072;-0.726157;0.505761
0;12;14;-0.059725;-0.303160;0.092551
0;12;15;4.185861;0.093511;0.739882
0;12;16;3.780395;7.322421;0.813700
0;12;17;-1.008297;2.272209;0.373335
0;12;18;21.782158;19.590794;0.565930
0;12;19;0.125474;0.749960;0.475025
0;12;20;2.174345;0.604393;0.597759
0;12;21;1.029423;-0.404111;0.798271
0;12;22;4.737065;0.989616;0.962076
0;12;23;-7.532339;-1.055806;0.892962
0;12;24;2.275874;0.381010;0.548058
0;12;25;0.281576;1.158798;0.862569
0;12;26;0.101888;-0.447262;0.196200
0;12;27;2.067075;0.400643;0.738168
0;12;28;0.130556;3.273296;0.028112
0;12;29;-1.642634;-2.113916;0.204918
0;12;30;10.455595;1.429068;0.756198
0;12;31;-0.026830;3.628467;0.226237
0;12;32;3.720080;-4.176004;0.411316
0;12;33;5.106386;-0.547869;0.814457
0;12;34;-0.021716;0.954819;0.666127
0;12;35;4.166685;0.093009;0.723700
0;12;36;-1.187553;-2.244967;0.322864
0;12;37;-3.966264;1.699680;0.837610
0;12;38;-3.971035;-0.331522;0.555939
0;12;39;0.213525;0.135909;0.062764
0;12;40;-0.171612;0.154456;0.052414
0;12;41;13.786135;0.165990;0.769999
0;12;42;6.458778;0.765923;0.083932
0;12;43;-8.457176;6.466340;0.808746
0;12;44;-9.910337;5.907300;0.682311
0;12;45;-6.290006;-3.356819;0.555195
0;12;46;0.091739;-16.178688;0.315269
0;12;47;2.250312;-3.846904;0.919238
0;12;48;-0.593131;-4.870845;0.941169
0;13;0;3.145259;2.196161;0.412226
0;13;1;0.036190;-1.269447;0.910870
0;13;2;0.921326;2.078120;0.581770
0;13;3;-9.983358;-2.610666;0.588235
0;13;4;0.096788;1.372948;0.960919
0;13;5;5.720695;-3.837479;0.339462
0;13;6;2.537315;0.059856;0.324424
0;13;7;-0.222212;-0.012219;0.048760
0;13;8;-8.729053;0.055613;0.422839
0;13;9;-0.996660;1.289187;0.993929
0;13;10;3.947097;-3.062058;0.901630
0;13;11;-0.099354;4.226752;0.773232
0;13;12;3.328256;2.211105;0.566436
0;13;13;-3.595282;1.977056;0.666757
0;13;14;0.034912;-0.679396;0.395763
0;13;15;-1.856193;-0.086771;0.916755
0;13;16;3.706752;2.795171;0.974454
0;13;17;-4.110279;-1.949713;0.954613
0;13;18;4.125368;14.752566;0.266564
0;13;19;0.077904;-1.082278;0.781394
0;13;20;0.067115;1.197163;0.866994
0;13;21;3.691065;-0.527704;0.312033
0;13;22;-5.817872;-0.033991;0.220497
0;13;23;10.818491;0.252083;0.876609
0;13;24;-3.612881;-0.809557;0.288780
0;13;25;-17.552908;-7.064351;0.231652
0;13;26;0.068836;-0.160488;0.030215
0;13;27;0.847609;-0.315060;0.617563
0;13;28;-9.801481;4.806895;0.894233
0;13;29;0.939976;-5.049307;0.814198
0;13;30;0.577841;-1.845518;0.871091
0;13;31;-5.780683;2.542802;0.038566
0;13;32;0.343568;-4.376930;0.884873
0;13;33;4.179887;-0.127867;0.735645
0;13;34;0.455095;2.081745;0.715776
0;13;35;0.656385;0.059455;0.375122
0;13;36;-0.804958;-2.231827;0.483827
0;13;37;-13.889542;5.445430;0.502486
0;13;38;-8.041178;1.224442;0.872736
0;13;39;4.988340;0.209469;0.903096
0;13;40;0.108584;1.264668;0.910509
0;13;41;6.189120;-0.791214;0.038538
0;13;42;9.306840;-2.153302;0.093792
0;13;43;-19.974598;5.199665;0.722473
0;13;44;-3.467744;4.293992;0.479666
0;13;45;-6.216984;4.114524;0.813426
0;13;46;-1.006729;3.613821;0.332762
0;13;47;2.118098;-3.264468;0.465504
0;13;48;0.075413;-0.330523;0.110686
